artist,date,genre,style,title,filename,Gender
Boris Kustodiev,1923.0,portrait,Art Nouveau (Modern),Mercahnt's Wife Drinking Tea,3822.jpg,0
Andy Warhol,1967,portrait,Pop Art,Marilyn,38226.jpg,0
Jean Metzinger,1906.0,portrait,Pointillism,Femme au Chapeau ,38227.jpg,0
Amadeo de Souza-Cardoso,1913,portrait,Cubism,Girl of carnations,38233.jpg,0
Jacek Malczewski,1903,portrait,Art Nouveau (Modern),Portrait of Aleksander Wielopolski,38240.jpg,0
Mario Sironi,1926,portrait,Metaphysical art,The Beauty Of Sestiere. Woman With Flower,38249.jpg,0
Konstantin Somov,1904,portrait,Symbolism,Portrait of E. Ostroumova,38253.jpg,0
Eugene de Blaas,1902,portrait,Academicism,The Love Letter,38255.jpg,0
Amedeo Modigliani,1914,portrait,Expressionism,Beatrice Hastings,38283.jpg,0
Lucian Freud,1988,portrait,Expressionism,Susie,38299.jpg,0
Raoul Dufy,1917,portrait,Post-Impressionism,Portrait of Madame Dufy,38307.jpg,0
Zinaida Serebriakova,1925,portrait,Expressionism,Prince Felix Yusupov ,38367.jpg,1
Egon Schiele,1913,portrait,Art Nouveau (Modern),Portrait of Miss Waerndorfer,38423.jpg,0
Pablo Picasso,1936,portrait,Surrealism,Untitled,38426.jpg,0
Maria Primachenko,1968,portrait,Naïve Art (Primitivism),Taras Hryhorovych Shevchenko Arrives From His Exile to Flowering Ukraine,38429.jpg,1
Ossip Zadkine,1957,portrait,Expressionism,The Tree of Life - Menorah,3848.jpg,0
Max Beckmann,1950,portrait,Expressionism,Quappi in blue in a boat,38485.jpg,0
Boris Kustodiev,1909.0,portrait,Realism,Portrait of Y.I. Lavrin,3850.jpg,0
Mikhail Vrubel,1905,portrait,Realism,"Portrait of Valentina Usoltseva, wife of the Doctor Usoltsev",38500.jpg,0
Paul Jacoulet,1935.0,portrait,Ukiyo-e,The Portrait of Okoi,38533.jpg,0
George Stefanescu-Ramnic ,1980,portrait,Expressionism,No Tears,38562.jpg,0
Alphonse Mucha,1925,portrait,Romanticism,Portrait of Jiri,38583.jpg,0
Pyotr Konchalovsky,1946,portrait,Realism,Portrait of Angelina Borisovna Kemenova,38625.jpg,0
Paul Delvaux,1946.0,portrait,Surrealism,The Two Friends,3863.jpg,0
Marevna (Marie Vorobieff),1962.0,portrait,Cubism,Homage to Friends from Montparnasse,38639.jpg,1
Balthus,1958,portrait,Expressionism,Portrait of Baroness Alain de Rothschild,38640.jpg,0
Vasily Surikov,1910,portrait,Realism,Portrait of doctor A. D. Yesersky,3866.jpg,0
Zinaida Serebriakova,1925,portrait,Expressionism,Sandra Loris Melikov ,38666.jpg,1
Augustus John,1919.0,portrait,Post-Impressionism,King Feisal of Iraq,387.jpg,0
Salvador Dali,1920,portrait,Post-Impressionism,"Portrait of the Artist's Mother, Dofia Felipa Dome Domenech De, Dali",3870.jpg,0
Amedeo Modigliani,1917,portrait,Expressionism,Chakoska,38720.jpg,0
Andy Warhol,1963,portrait,Pop Art,Elvis I & II,38730.jpg,0
Theo van Doesburg,1910,portrait,Expressionism,Quérido,38748.jpg,0
Edvard Munch,1906.0,portrait,Expressionism,Friedrich Nietzsche,38801.jpg,0
Lygia Pape,1955,portrait,Concretism,Lygia Pape and Tecelar ,38812.jpg,1
Gwen John,1909,portrait,Post-Impressionism,Girl with Bare Shoulders,38816.jpg,1
Eugeniusz Żak,1913.0,portrait,Post-Impressionism,Girl in a Pink Shawl,38830.jpg,0
Alice Neel,1970,portrait,Expressionism,Hartley & Ginny,38878.jpg,1
John Bratby,1956.0,portrait,Expressionism,Susan Ballam,38882.jpg,0
Boris Kustodiev,1908.0,portrait,Realism,"Portrait of Ivan Yershov, the role of Siegfried",38931.jpg,0
Egon Schiele,1910,portrait,Expressionism,The Scornful Woman,38949.jpg,0
Paul Jacoulet,1935.0,portrait,Ukiyo-e,Miss Eliana,38978.jpg,0
Nicolae Vermont,1920.0,portrait,Realism,Gipsy Woman in the Veranda,39007.jpg,0
Robert Henri,1925.0,portrait,American Realism,Annie Geg ,39012.jpg,0
Lilla Cabot Perry,1910.0,portrait,Impressionism,The Pink Rose ,39022.jpg,1
Marc Chagall,1911,portrait,Naïve Art (Primitivism),Bride with a Fan,39076.jpg,0
Richard Hamilton,1983.0,portrait,,The Citizen,39080.jpg,0
Robert Henri,1913.0,portrait,American Realism,Irish Lad,39099.jpg,0
Konstantin Korovin,1921,portrait,Impressionism,Portrait  of Z. Pertseva,39101.jpg,0
Boris Grigoriev,1917.0,portrait,Expressionism,Portrait of the Artist B.M. Kustodiev,39121.jpg,0
Tamara de Lempicka,1930,portrait,Art Deco,Portrait Of Ira P,39178.jpg,1
Oskar Kokoschka,1922,portrait,Expressionism,Two children,39181.jpg,0
Lucian Freud,1976,portrait,Expressionism,Frank Auerbach,39183.jpg,0
Lucian Freud,1956,portrait,Expressionism,Girl by the Sea,39196.jpg,0
Paul Jacoulet,1954.0,portrait,Ukiyo-e,"Le Phare De Mikomoto. Shimoda, Izu",3921.jpg,0
Giovanni Boldini,1912,portrait,Realism,Portrait Of Madame Juillard In Red,3927.jpg,0
George Washington Lambert,1927.0,portrait,Post-Impressionism,Mrs Annie Murdoch ,39277.jpg,0
Zinaida Serebriakova,1908,portrait,Expressionism,So sleep Binka (Eugene Serebryakov) ,39327.jpg,1
Richard Gerstl,1908,portrait,Expressionism,Portrait of a gentleman (green background),3933.jpg,0
Georges Rouault,1930.0,portrait,Expressionism,Le Vieux Clown,39333.jpg,0
Paul Jacoulet,1953.0,portrait,Ukiyo-e,La Geisha Kiyoka. Tokyo,39353.jpg,0
Ilya Mashkov,1917,portrait,Post-Impressionism,Portrait of the Artist A. Milman,39357.jpg,0
Egon Schiele,1918,portrait,Expressionism,Seated Woman with Green Stockings,39358.jpg,0
Pablo Picasso,1901,portrait,Art Nouveau (Modern),Courtesan with necklace of gems,39364.jpg,0
Ossip Zadkine,1921,portrait,Expressionism,Couple ,39376.jpg,0
Egon Schiele,1911,portrait,Expressionism,"The Artist's Mother, Sleeping",39403.jpg,0
Kuzma Petrov-Vodkin,1913,portrait,Symbolism,Portrait of the Artist's Wife ,39409.jpg,0
Salvador Dali,1922,portrait,Expressionism,Portrait of Jaume Miravidles as a Footballer,39432.jpg,0
Paul Wunderlich,1965.0,portrait,Fantastic Realism,Bosomfriends I,39440.jpg,0
Patrick Procktor,1983.0,portrait,Pop Art,"Edward Jones, Chief Clerk DOE, Belize",39447.jpg,0
Salvador Dali,1974,portrait,Surrealism,Equestrian Portrait of Carmen Bordiu-Franco,3945.jpg,0
Ilya Repin,1903.0,portrait,Realism,"Portrait of Sergei Witte, Minister of Finance",39458.jpg,0
Grant Wood,1931.0,portrait,Regionalism,The Appraisal,39490.jpg,0
Egon Schiele,1916,portrait,Expressionism,Little Girl with Blond Hair in a Red Dress,39575.jpg,0
Johannes Itten,1919.0,portrait,Expressionism,Sitting Woman,39582.jpg,0
Robert Henri,1913.0,portrait,American Realism,Pat,39593.jpg,0
Frida Kahlo,1937.0,portrait,Naïve Art (Primitivism),My Nurse and I,39636.jpg,1
William Merritt Chase,1901,portrait,Impressionism,Dorothy and Her Sister,39663.jpg,0
Salvador Dali,1981,portrait,Expressionism,Untitled (Head of a Woman; unfinished),39671.jpg,0
Alexej von Jawlensky,1912,portrait,Expressionism,Spanish Girl,39690.jpg,0
Giovanni Boldini,1912,portrait,Impressionism,Young woman's head on a pink background,39698.jpg,0
Oleksandr Bogomazov,1914,portrait,Cubo-Futurism,Female portrait,39719.jpg,0
David Alfaro Siqueiros,1960,portrait,Expressionism,Women of Chilpancingo,39743.jpg,0
Boris Kustodiev,1917.0,portrait,Realism,Portrait of Countess Grabowska,39754.jpg,0
Pablo Picasso,1942,portrait,Surrealism,Portrait of woman (Dora Maar),39763.jpg,0
Zinaida Serebriakova,1928,portrait,Expressionism,Portrait of a young Moroccan ,39764.jpg,1
Paul Jacoulet,1953.0,portrait,Ukiyo-e,"Les Aristoloches Geants. Tondano, Celebes",39777.jpg,0
Kateryna Bilokur,1939,portrait,Naïve Art (Primitivism),Portrait of the nieces,39797.jpg,1
Amedeo Modigliani,1918,portrait,Expressionism,Little girl in blue,39808.jpg,0
Martiros Saryan,1943,portrait,Realism,Portrait of Academician Josef Orbeli,39812.jpg,0
Amedeo Modigliani,1916,portrait,Expressionism,Victoria,39825.jpg,0
Gustav Klimt,1902,portrait,Symbolism,Portrait of Marie Henneberg,39863.jpg,0
Marc Chagall,1914,portrait,Cubism,Portrait of Sister Maryasinka,39894.jpg,0
Egon Schiele,1913,portrait,Expressionism,The Blind,39895.jpg,0
Otto Gustav Carlsund,1924.0,portrait,Purism,Arkitektonisk komposition,39932.jpg,0
John William Godward,1902,portrait,Neoclassicism,With Violets Wreathed and Robe of Saffron Hue,39952.jpg,0
Max Beckmann,1926,portrait,Expressionism,Portrait of quappi in blue,39953.jpg,0
Christopher Wood,1929.0,portrait,Post-Impressionism,Portrait de Max Jacob ,39955.jpg,0
Lucian Freud,1998,portrait,Expressionism,David Dawson,39989.jpg,0
Juan Gris,1916,portrait,Synthetic Cubism,Lamp,39995.jpg,0
Wyndham Lewis,1939.0,portrait,Expressionism,Miss Close  ,39999.jpg,0
Pablo Picasso,1937,portrait,Surrealism,Portrait of Marie-Thérèse Walter ,40028.jpg,0
Giovanni Boldini,1901,portrait,Realism,Emiliana Concha de Ossa ,40030.jpg,0
Alekos Kontopoulos ,1943.0,portrait,Realism,Mother and Child,40032.jpg,0
Kuzma Petrov-Vodkin,1937,portrait,Symbolism,Girl with a Doll ,40072.jpg,0
Boris Kustodiev,1908.0,portrait,Realism,Portrait of A.D. Romanova,40085.jpg,0
Rene Portocarrero,1965,portrait,Modernismo,Face,40113.jpg,0
Paul Delvaux,1929.0,portrait,Expressionism,Girls ,40146.jpg,0
Pierre-Auguste Renoir,1908,portrait,Impressionism,Ambroise Vollard,4015.jpg,0
Amedeo Modigliani,1919,portrait,Expressionism,Portrait of a Woman with a White Collar,4017.jpg,0
Elaine de Kooning,1963,portrait,Expressionism,John F. Kennedy,40195.jpg,1
Koloman Moser,1911,portrait,Art Nouveau (Modern),Dancer Miss Olga George,40197.jpg,0
Fernand Leger,1915.0,portrait,Tubism,The proof that the Man descent monkey,4020.jpg,0
Pierre Bonnard,1908,portrait,Post-Impressionism,Misia with a Pink Corsage,4023.jpg,0
Gustav Klimt,1902,portrait,Symbolism,Portrait of Gertha Felssovanyi,40252.jpg,0
Candido Portinari,1941.0,portrait,Expressionism,São Francisco de Assis,40254.jpg,0
Valentin Serov,1902.0,portrait,Realism,Portrait of Mikhail Morozov ,40262.jpg,0
Alexej von Jawlensky,1912,portrait,Fauvism,Bauer,40276.jpg,0
Kazimir Malevich,1934,portrait,Realism,Portrait of a Woman,40277.jpg,0
Marc Chagall,1912,portrait,Expressionism,The old Jew,40282.jpg,0
Henri Matisse,1942,portrait,Expressionism,Woman with a Veil,40341.jpg,0
Octav Angheluta,1945.0,portrait,Impressionism,Getuţa,40351.jpg,0
Marc Chagall,1914,portrait,Cubism,David in profile,4036.jpg,0
David Burliuk,1925,portrait,Futurism,Russian Peasant,40386.jpg,0
Oskar Kokoschka,1909,portrait,Expressionism,Child with the hands of a parent,404.jpg,0
Fairfield Porter,1965.0,portrait,Contemporary Realism,Girl in a Landscape,40421.jpg,0
Oskar Schlemmer,1919.0,portrait,Constructivism,Kopf,40424.jpg,0
Nicolae Tonitza,1926.0,portrait,Post-Impressionism,Venice Girl (Putana),40425.jpg,0
Torii Kotondo,1933.0,portrait,Shin-hanga,Preparing Her Sash (gray variant),40458.jpg,0
Andy Warhol,1982,portrait,Pop Art,Jane Fonda,40459.jpg,0
Zinaida Serebriakova,1914,portrait,Art Nouveau (Modern),Portrait of a Peasant I.D. Golubeva ,4046.jpg,1
Arturo Souto,1945.0,portrait,Post-Impressionism,Portrait of a man,40461.jpg,0
Mikhail Nesterov,1935,portrait,Realism,Portrait of S. S. Yudin,40487.jpg,0
George Washington Lambert,1903.0,portrait,Symbolism,Miss Thea Proctor ,405.jpg,0
Mikhail Nesterov,1921,portrait,Symbolism,Thinker (Portrait of philisopher Ivan Ilyin),4051.jpg,0
Robert Henri,1912.0,portrait,American Realism,The Spanish Gypsy ,40550.jpg,0
Pyotr Konchalovsky,1941,portrait,Realism,Portrait of Constantin Andreyevich Trenev,40554.jpg,0
Childe Hassam,1918,portrait,Impressionism,The Ash Blond,40562.jpg,0
John William Godward,1912,portrait,Neoclassicism,Reverie,40607.jpg,0
Salvador Dali,1924,portrait,Expressionism,Ana Maria,40628.jpg,0
Marjorie Strider,1963.0,portrait,Pop Art,Girl with Radish,40645.jpg,1
Mary Cassatt,1901,portrait,Impressionism,Sara with her dog,40669.jpg,1
Theo van Rysselberghe,1907,portrait,Post-Impressionism,Woman at a Mirror,40687.jpg,0
John Singer Sargent,1905,portrait,Realism,Gondolier,40725.jpg,0
Otto Gustav Carlsund,1926.0,portrait,Purism,Musician with accordion/Blue bar,40726.jpg,0
Mikhail Nesterov,1905,portrait,Symbolism,Portrait of Ekaterina Nesterova,40787.jpg,0
Egon Schiele,1910,portrait,Expressionism,Willy Lidl,40816.jpg,0
Ilya Mashkov,1930,portrait,Socialist Realism,Farmer with pumpkins,40818.jpg,0
Ivan Serpa,1954.0,portrait,Art Informel,Figura (Fase Negra),40854.jpg,0
Boris Grigoriev,1922.0,portrait,Expressionism,Woman in green dress,40879.jpg,0
François Barraud,1930,portrait,Classicism,Yvonne in a Velvet Dress,40885.jpg,0
Pavel Filonov,1915,portrait,Art Nouveau (Modern),Portrait of Arman Frantsevich Aziber and his son,4090.jpg,0
Peter Busa,1945.0,portrait,Expressionism,New York Times,4092.jpg,0
Wifredo Lam,1943,portrait,Surrealism,Femme Cheval ,40977.jpg,0
Amedeo Modigliani,1917,portrait,Expressionism,Woman with White Coat,41010.jpg,0
Marc Chagall,1917,portrait,Cubism,Grey Lovers,4104.jpg,0
Armando Reveron,1933.0,portrait,Post-Impressionism,Mujer com Mantilla,41108.jpg,0
Fernand Leger,1922.0,portrait,Cubism,The Woman and the child,41113.jpg,0
Boris Kustodiev,1921.0,portrait,Realism,Portrait of I.S. Zolotarevsky,41166.jpg,0
Fernand Leger,1923.0,portrait,Cubism,Woman with a Book,41172.jpg,0
Lilla Cabot Perry,1907.0,portrait,Impressionism,Dans un Bateau (In a Boat) ,41217.jpg,1
Valentin Serov,1901.0,portrait,Impressionism,Portrait of the Artist Ilya Repin,41262.jpg,0
David Alfaro Siqueiros,1936,portrait,Expressionism,Head of a Woman,41279.jpg,0
Saturnino Herran,1917.0,portrait,Art Nouveau (Modern),Mujer con calabaza,41312.jpg,0
Boris Grigoriev,1917.0,portrait,Expressionism,Dushka,41329.jpg,0
John William Godward,1909,portrait,Neoclassicism,A Grecian Lovely,41346.jpg,0
Pablo Picasso,1921,portrait,Neoclassicism,Woman's head and hand,41383.jpg,0
Marc Chagall,1955,portrait,Naïve Art (Primitivism),For Vava,41426.jpg,0
Egon Schiele,1911,portrait,Expressionism,Seated Girl Facing Front,41448.jpg,0
Vanessa Bell,1931.0,portrait,Post-Impressionism,Aldous Huxley,41457.jpg,1
Balcomb Greene,1958,portrait,Figurative Expressionism,Gertrude III,41466.jpg,0
Lucian Freud,1977,portrait,Expressionism,The Painter's Mother Resting III,41488.jpg,0
Leon Bakst,1902.0,portrait,Art Nouveau (Modern),The Supper,41498.jpg,0
Martiros Saryan,1940,portrait,Expressionism,Portrait of film director Sergei Eisenstein,41502.jpg,0
Gustav Klimt,1918,portrait,Art Nouveau (Modern),The dancer,4153.jpg,0
Lucian Freud,2001,portrait,Expressionism,Two Brothers from Ulster,41535.jpg,0
Paul Jacoulet,1936.0,portrait,Ukiyo-e,Marchand De Sel. Coree,41537.jpg,0
Egon Schiele,1910,portrait,Expressionism,"Portrait of Eduard Kosmack, Frontal, with Clasped Hands",41546.jpg,0
Irma Stern,1938.0,portrait,Post-Impressionism,Malay Girl,41557.jpg,1
Mario Tozzi,1967,portrait,,Testina,41558.jpg,0
Anders Zorn,1919,portrait,Realism,A Kitchen Maid,41576.jpg,0
Yasuo Kuniyoshi,1937.0,portrait,Expressionism,Head of a Young Girl,41582.jpg,0
Eugene de Blaas,1912,portrait,Academicism,Girl with Pomegranates,41584.jpg,0
John French Sloan,1902,portrait,New Realism,Young Woman in Black and White (Mary Kerr),4160.jpg,0
Boris Kustodiev,1911.0,portrait,Realism,Portrait of the Grand Duchess Maria Pavlovna ,41646.jpg,0
John William Godward,1914,portrait,Neoclassicism,Stesicrate,4166.jpg,0
Raphael Kirchner,1916.0,portrait,Art Nouveau (Modern),Fanny Brice,41663.jpg,0
Paul Klee,1939,portrait,Surrealism,Error on green,41666.jpg,0
Henri Matisse,1907,portrait,Expressionism,The Red Madras Headdress ,41671.jpg,0
Piet Mondrian,1908.0,portrait,Post-Impressionism,Passionflower,41739.jpg,0
David Burliuk,1938,portrait,Realism,An actor,41751.jpg,0
Kathe Kollwitz,1933.0,portrait,Expressionism,Mother with Child,41758.jpg,1
Amedeo Modigliani,1915,portrait,Expressionism,Head of Red-haired Woman,41786.jpg,0
Juan Gris,1918,portrait,Synthetic Cubism,Harlequin at Table,41813.jpg,0
Niko Pirosmani,1905,portrait,Naïve Art (Primitivism),Beauties of Ortachala (diptych),41823.jpg,0
Paul Klee,1928,portrait,Expressionism,Women in their Sunday best ,41825.jpg,0
Ilya Repin,1901.0,portrait,Realism,Portrait of the Artist Valentin Serov,41861.jpg,0
John Bratby,1973.0,portrait,Expressionism,Portrait of a Man  ,41886.jpg,0
Oskar Kokoschka,1929,portrait,Expressionism,Arab Woman and Child,41912.jpg,0
Valentin Serov,1911.0,portrait,Impressionism,Portrait of a princess Olga Orlova,41942.jpg,0
Joseph Stella,1926,portrait,Precisionism,The Amazon,4196.jpg,0
Endre Bartos,1958.0,portrait,Expressionism,Aged Hungarian peasant woman,41998.jpg,0
Andre Derain,1913,portrait,Expressionism,The offering,42065.jpg,0
Robert Henri,1917.0,portrait,American Realism,Indian Girl in White Blanket,4208.jpg,0
Ossip Zadkine,1941,portrait,Expressionism,Two women,42095.jpg,0
Candido Portinari,1932.0,portrait,Post-Impressionism,Retrato de Maria,42127.jpg,0
Richard Oelze,1967.0,portrait,Surrealism,In One of the Following Years (When Also of Another Beauty II),42141.jpg,0
Boris Kustodiev,1904.0,portrait,Realism,Portrait of sculptor N.L. Aronson,42168.jpg,0
Paul Jacoulet,1935.0,portrait,Ukiyo-e,Un Homme De Yap. Ouest Carolines,42169.jpg,0
Marc Chagall,1983,portrait,Surrealism,Newlywedds with Eiffel Towel in the Background,42224.jpg,0
Rene Portocarrero,1945,portrait,Modernismo,Carnival Sorcerer,42228.jpg,0
Boris Kustodiev,1920.0,portrait,Art Nouveau (Modern),Restaurant Owner,42231.jpg,0
Theo van Rysselberghe,1913,portrait,Post-Impressionism,Maria Van Rysselberghe with Crossed Arms,42249.jpg,0
Marcus Stone,1917.0,portrait,Romanticism,Reverie ,42260.jpg,0
Lucian Freud,2004,portrait,Expressionism,Albie,42274.jpg,0
Salvador Dali,1962,portrait,Surrealism,Portrait of Mr. Fagen,42277.jpg,0
Henri Matisse,1905,portrait,Fauvism,Woman with a Hat,42281.jpg,0
Enrico Baj,1969.0,portrait,Neo-Dada,Baj Chez Picasso 1,42292.jpg,0
Salvador Dali,1982,portrait,Neoclassicism,"Giuliano di Medici' by Michelangelo, Seen from Behind",42324.jpg,0
Kuzma Petrov-Vodkin,1921,portrait,Symbolism,Yellow face (female face) ,42359.jpg,0
Oskar Kokoschka,1909,portrait,Expressionism,Adolf Loos,42421.jpg,0
John Singer Sargent,1908,portrait,Realism,"Almina, Daughter of Asher Wertheimer",4243.jpg,0
Otto Dix,1921.0,portrait,Verism,Mother with Child,42431.jpg,0
David Bomberg,1937,portrait,Expressionism,The Artist's Wife and Baby,42441.jpg,0
Istvan Nagy,1915.0,portrait,Post-Impressionism,Soldier head,42475.jpg,0
Ion Theodorescu-Sion,1912.0,portrait,Post-Impressionism,At Rest,42477.jpg,0
Paul Serusier,1912,portrait,Japonism,Madame Serusier with a Parasol,42581.jpg,0
Pablo Picasso,1901,portrait,Impressionism,Woman with feathered hat,42603.jpg,0
Boris Kustodiev,1902.0,portrait,Realism,Women,4261.jpg,0
Iosif Iser,1944.0,portrait,Expressionism,Intimacy,42634.jpg,0
Pablo Picasso,1941,portrait,Surrealism,Seated woman on wooden chair,42638.jpg,0
Fernand Leger,1919.0,portrait,Cubism,The typographer,42654.jpg,0
Antonio Donghi,1929.0,portrait,Magic Realism,Portrait of Maria Pia,42663.jpg,0
Helene Schjerfbeck,1905.0,portrait,Expressionism,Katkelma,42664.jpg,1
Mikhail Nesterov,1923,portrait,Post-Impressionism,Girl by a Pond (Portrait of Natalia Nesterova),42694.jpg,0
Henri Martin,1917,portrait,Divisionism,The Blue Dress,42721.jpg,0
Hedda Sterne,1954,portrait,Surrealism,Portrait of Frederick Kiesler ,4276.jpg,1
Konstantin Yuon,1926,portrait,Socialist Realism,The Komsomol Girls,42770.jpg,0
Pavel Filonov,1935,portrait,Analytical Realism,Eleven Heads,42772.jpg,0
Robert Henri,1916.0,portrait,American Realism,"Mexican Girl, Maria",42790.jpg,0
Enrique Grau,2003.0,portrait,Neo-Figurative Art,El torero,42821.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,Portrait of Jeanne Hebuterne,42849.jpg,0
Pyotr Konchalovsky,1938,portrait,Fauvism,Portrait of director Vsevolod Emilievich Meyerhold,42857.jpg,0
Nicolae Vermont,1920.0,portrait,Impressionism,Gipsy Woman,42879.jpg,0
Milton Avery,1956,portrait,Fauvism,Conversation,42891.jpg,0
Moise Kisling,1914,portrait,Post-Impressionism,Portrait of Adolphe Basler,429.jpg,0
Henri Le Fauconnier,1906.0,portrait,Post-Impressionism,Portrait of the Poet Georges Bonnamour,42935.jpg,0
Charles Lapicque,1969.0,portrait,Pop Art,L'homme et l'armure,42939.jpg,0
Salvador Dali,1963,portrait,Surrealism,Portrait of Dead Brother,42953.jpg,0
Octav Bancila,1912.0,portrait,Impressionism,Peasant with Pipe,42963.jpg,0
Max Slevogt,1925.0,portrait,Impressionism,Portrait of Julius Freund,4297.jpg,0
Richard Gerstl,1906,portrait,Art Nouveau (Modern),Double portrait of Matilda and Gertrude Schonberg,43016.jpg,0
John Singer Sargent,1901,portrait,Realism,Mrs. Cazalet and her children,43101.jpg,0
Alexej von Jawlensky,1909,portrait,Fauvism,Young Girl with Peonies,43108.jpg,0
Tsuguharu Foujita,1918.0,portrait,Expressionism,LIttle Girl with Doll,43141.jpg,0
Alexej von Jawlensky,1919,portrait,Expressionism,Saviour's face: Martyr,43184.jpg,0
Vajda Lajos,1936.0,portrait,Naïve Art (Primitivism),Melon Head,43189.jpg,0
Elaine de Kooning,1982,portrait,Expressionism,Pele No. 1,4320.jpg,1
